"","pmid","pmcid_pmc","pmcid_uid","doi","filename","is_research","is_review","is_relevant_data","is_relevant_code","article","is_open_data","open_data_category","is_open_code","open_data_statements","open_code_statements","is_success"
"1","20034617","","2866253","10.1016/j.biopsych.2009.10.031","./publications/PMC2866253.xml",TRUE,FALSE,TRUE,TRUE,"10.1016/j.biopsych.2009.10.031",FALSE,"",FALSE,"","",TRUE
"2","20532199","","2880555","10.1371/journal.pcbi.1000803","./publications/PMC2880555.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pcbi.1000803",FALSE,"",FALSE,"","",TRUE
"3","20598127","","2910662","10.1186/1471-244X-10-54","./publications/PMC2910662.xml",TRUE,FALSE,TRUE,FALSE,"10.1186/1471-244X-10-54",FALSE,"",FALSE,"","",TRUE
"4","21085661","","2978094","10.1371/journal.pone.0013706","./publications/PMC2978094.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0013706",FALSE,"",FALSE,"","",TRUE
"5","21170381","","2999529","10.1371/journal.pone.0014265","./publications/PMC2999529.xml",TRUE,FALSE,TRUE,FALSE,"10.1371/journal.pone.0014265",FALSE,"",FALSE,"","",TRUE
"6","21156746","","3001961","10.1136/bmj.c6614","./publications/PMC3001961.xml",TRUE,FALSE,TRUE,TRUE,"10.1136/bmj.c6614",TRUE,"data availability statement",FALSE,"data sharing: statistical code and dataset of ratings are available from the corresponding author at john axelsson@ki se . cite this as: bmj 2010;341:c6614","",TRUE
"7","21127102","","3002836","10.1136/qshc.2008.030734","./publications/PMC3002836.xml",TRUE,FALSE,TRUE,FALSE,"10.1136/qshc.2008.030734",FALSE,"",FALSE,"","",TRUE
"8","21208425","","3024963","10.1186/1748-5908-6-1","./publications/PMC3024963.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/1748-5908-6-1",FALSE,"",FALSE,"","",TRUE
"9","21383847","","3044173","10.1371/journal.pone.0017208","./publications/PMC3044173.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0017208",FALSE,"",FALSE,"","",TRUE
"10","21448267","","3063156","10.1371/journal.pone.0014766","./publications/PMC3063156.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0014766",FALSE,"",FALSE,"","",TRUE
"11","21483704","","3070741","10.1371/journal.pone.0018001","./publications/PMC3070741.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0018001",FALSE,"",FALSE,"","",TRUE
"12","21439049","","3071321","10.1186/1471-2458-11-185","./publications/PMC3071321.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/1471-2458-11-185",FALSE,"",FALSE,"","",TRUE
"13","21473754","","3083356","10.1186/1471-2458-11-215","./publications/PMC3083356.xml",TRUE,FALSE,TRUE,FALSE,"10.1186/1471-2458-11-215",FALSE,"",FALSE,"","",TRUE
"14","21633503","","3102093","10.1371/journal.pone.0020195","./publications/PMC3102093.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0020195",FALSE,"",FALSE,"","",TRUE
"15","21812991","","3163522","10.1186/1471-244X-11-125","./publications/PMC3163522.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/1471-244X-11-125",FALSE,"",FALSE,"","",TRUE
"16","21794144","","3169486","10.1186/1748-5908-6-83","./publications/PMC3169486.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/1748-5908-6-83",FALSE,"",FALSE,"","",TRUE
"17","21798515","","3176902","10.1016/j.brat.2011.06.008","./publications/PMC3176902.xml",TRUE,FALSE,TRUE,FALSE,"10.1016/j.brat.2011.06.008",FALSE,"",FALSE,"","",TRUE
"18","21992655","","3206465","10.1186/1471-230X-11-110","./publications/PMC3206465.xml",TRUE,FALSE,TRUE,FALSE,"10.1186/1471-230X-11-110",FALSE,"",FALSE,"","",TRUE
"19","22087265","","3210147","10.1371/journal.pone.0027202","./publications/PMC3210147.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0027202",FALSE,"",FALSE,"","",TRUE
"20","21832988","","3214161","10.1038/npp.2011.159","./publications/PMC3214161.xml",TRUE,FALSE,TRUE,FALSE,"10.1038/npp.2011.159",FALSE,"",FALSE,"","",TRUE
"21","21676694","","3221374","10.2196/jmir.1776","./publications/PMC3221374.xml",TRUE,FALSE,TRUE,TRUE,"10.2196/jmir.1776",FALSE,"",FALSE,"","",TRUE
"22","22032936","","3240747","10.1016/j.brat.2011.10.003","./publications/PMC3240747.xml",TRUE,FALSE,TRUE,TRUE,"10.1016/j.brat.2011.10.003",FALSE,"",FALSE,"","",TRUE
"23","22098673","","3247862","10.1186/1744-9081-7-47","./publications/PMC3247862.xml",TRUE,FALSE,TRUE,FALSE,"10.1186/1744-9081-7-47",FALSE,"",FALSE,"","",TRUE
"24","21849316","","3259919","10.1098/rspb.2011.1246","./publications/PMC3259919.xml",TRUE,FALSE,TRUE,TRUE,"10.1098/rspb.2011.1246",FALSE,"",FALSE,"","",TRUE
"25","22264332","","3328261","10.1186/1471-244X-12-5","./publications/PMC3328261.xml",TRUE,FALSE,TRUE,FALSE,"10.1186/1471-244X-12-5",FALSE,"",FALSE,"","",TRUE
"26","22429884","","3353845","10.1186/1748-5908-7-19","./publications/PMC3353845.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/1748-5908-7-19",TRUE,"supplement",FALSE,"all data collection waves. as can be seen in table 2","",TRUE
"27","22666457","","3364187","10.1371/journal.pone.0038110","./publications/PMC3364187.xml",TRUE,FALSE,TRUE,FALSE,"10.1371/journal.pone.0038110",FALSE,"",FALSE,"","",TRUE
"28","22832965","","3365259","10.1038/tp.2012.40","./publications/PMC3365259.xml",TRUE,FALSE,TRUE,TRUE,"10.1038/tp.2012.40",FALSE,"",FALSE,"","",TRUE
"29","22064977","","3366182","10.1007/s00415-011-6299-z","./publications/PMC3366182.xml",TRUE,FALSE,TRUE,TRUE,"10.1007/s00415-011-6299-z",FALSE,"",FALSE,"","",TRUE
"30","21783339","","3389342","10.1016/j.janxdis.2011.06.012","./publications/PMC3389342.xml",TRUE,FALSE,TRUE,FALSE,"10.1016/j.janxdis.2011.06.012",FALSE,"",FALSE,"","",TRUE
"31","22952650","","3432037","10.1371/journal.pone.0043221","./publications/PMC3432037.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0043221",FALSE,"",FALSE,"","",TRUE
"32","22348650","","3435873","10.1017/S0033291712000244","./publications/PMC3435873.xml",TRUE,FALSE,TRUE,FALSE,"10.1017/S0033291712000244",FALSE,"",FALSE,"","",TRUE
"33","22085478","","3443362","10.1111/j.1399-5618.2011.00954.x","./publications/PMC3443362.xml",TRUE,FALSE,TRUE,TRUE,"10.1111/j.1399-5618.2011.00954.x",FALSE,"",FALSE,"","",TRUE
"34","21668746","","3444686","10.1111/j.1526-4637.2011.01152.x","./publications/PMC3444686.xml",TRUE,FALSE,TRUE,FALSE,"10.1111/j.1526-4637.2011.01152.x",FALSE,"",FALSE,"","",TRUE
"35","23029278","","3448712","10.1371/journal.pone.0045856","./publications/PMC3448712.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0045856",FALSE,"",FALSE,"","",TRUE
"36","23094031","","3477137","10.1371/journal.pone.0046750","./publications/PMC3477137.xml",TRUE,FALSE,TRUE,FALSE,"10.1371/journal.pone.0046750",FALSE,"",FALSE,"","",TRUE
"37","23144849","","3492343","10.1371/journal.pone.0048107","./publications/PMC3492343.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0048107",FALSE,"",FALSE,"","",TRUE
"38","22607663","","3503782","10.1186/1748-5908-7-46","./publications/PMC3503782.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/1748-5908-7-46",FALSE,"",FALSE,"","",TRUE
"39","22579509","","3504298","10.1016/j.biopsych.2012.04.014","./publications/PMC3504298.xml",TRUE,FALSE,TRUE,FALSE,"10.1016/j.biopsych.2012.04.014",FALSE,"",FALSE,"","",TRUE
"40","22570062","","3532607","10.1002/cpp.1800","./publications/PMC3532607.xml",TRUE,FALSE,TRUE,FALSE,"10.1002/cpp.1800",FALSE,"",FALSE,"","",TRUE
"41","21416451","","3534350","10.1080/09658211.2010.551130","./publications/PMC3534350.xml",TRUE,FALSE,TRUE,TRUE,"10.1080/09658211.2010.551130",FALSE,"",FALSE,"","",TRUE
"42","23123567","","3545187","10.1016/j.cpr.2012.09.001","./publications/PMC3545187.xml",FALSE,TRUE,TRUE,TRUE,"10.1016/j.cpr.2012.09.001",FALSE,"",FALSE,"","",TRUE
"43","22104657","","3545201","10.1016/j.jbtep.2011.10.008","./publications/PMC3545201.xml",TRUE,FALSE,TRUE,FALSE,"10.1016/j.jbtep.2011.10.008",FALSE,"",FALSE,"","",TRUE
"44","23084598","","3605581","10.1016/j.psychres.2012.09.047","./publications/PMC3605581.xml",TRUE,FALSE,TRUE,FALSE,"10.1016/j.psychres.2012.09.047",FALSE,"",FALSE,"","",TRUE
"45","23454552","","3617361","10.1016/j.jbtep.2013.01.003","./publications/PMC3617361.xml",TRUE,FALSE,TRUE,TRUE,"10.1016/j.jbtep.2013.01.003",TRUE,"supplement",FALSE,"table 1 for means and standard deviations) 3 3 the raw data","",TRUE
"46","23593244","","3622694","10.1371/journal.pone.0060554","./publications/PMC3622694.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0060554",FALSE,"",FALSE,"","",TRUE
"47","23620782","","3631156","10.1371/journal.pone.0061713","./publications/PMC3631156.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0061713",FALSE,"",FALSE,"","",TRUE
"48","23642173","","3648399","10.1186/1472-6963-13-165","./publications/PMC3648399.xml",TRUE,FALSE,TRUE,FALSE,"10.1186/1472-6963-13-165",FALSE,"",FALSE,"","",TRUE
"49","23724094","","3665781","10.1371/journal.pone.0064782","./publications/PMC3665781.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0064782",FALSE,"",FALSE,"","",TRUE
"50","23416539","","3675682","10.1016/j.concog.2013.01.008","./publications/PMC3675682.xml",TRUE,FALSE,TRUE,FALSE,"10.1016/j.concog.2013.01.008",FALSE,"",FALSE,"","",TRUE
"51","23725208","","3686600","10.1186/1745-6215-14-161","./publications/PMC3686600.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/1745-6215-14-161",FALSE,"",FALSE,"","",TRUE
"52","22780220","","3687251","10.1080/02699931.2012.698252","./publications/PMC3687251.xml",TRUE,FALSE,TRUE,FALSE,"10.1080/02699931.2012.698252",FALSE,"",FALSE,"","",TRUE
"53","23679866","","3691717","10.1186/1471-2458-13-478","./publications/PMC3691717.xml",TRUE,FALSE,TRUE,FALSE,"10.1186/1471-2458-13-478",FALSE,"",FALSE,"","",TRUE
"54","23840356","","3694071","10.1371/journal.pone.0065692","./publications/PMC3694071.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0065692",FALSE,"",FALSE,"","",TRUE
"55","23890316","","3729493","10.1186/1471-2458-13-688","./publications/PMC3729493.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/1471-2458-13-688",FALSE,"",FALSE,"","",TRUE
"56","23950914","","3737208","10.1371/journal.pone.0070228","./publications/PMC3737208.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0070228",FALSE,"",FALSE,"","",TRUE
"57","23935058","","3739685","10.1136/bmj.f4630","./publications/PMC3739685.xml",TRUE,FALSE,TRUE,FALSE,"10.1136/bmj.f4630",TRUE,"data availability statement",FALSE,"data sharing: no additional data available. cite this as: bmj 2013;347:f4630","",TRUE
"58","23083015","","3746460","10.1080/09658211.2012.730530","./publications/PMC3746460.xml",TRUE,FALSE,TRUE,FALSE,"10.1080/09658211.2012.730530",FALSE,"",FALSE,"","",TRUE
"59","23061803","","3758957","10.1111/jcpp.12006","./publications/PMC3758957.xml",TRUE,FALSE,TRUE,FALSE,"10.1111/jcpp.12006",FALSE,"",FALSE,"","",TRUE
"60","23722473","","3764320","10.1007/s10578-013-0386-6","./publications/PMC3764320.xml",TRUE,FALSE,TRUE,TRUE,"10.1007/s10578-013-0386-6",FALSE,"",FALSE,"","",TRUE
"61","23750459","","3780629","10.1037/a0033247","./publications/PMC3780629.xml",TRUE,FALSE,TRUE,FALSE,"10.1037/a0033247",FALSE,"",FALSE,"","",TRUE
"62","24098630","","3787061","10.1371/journal.pone.0071760","./publications/PMC3787061.xml",TRUE,FALSE,TRUE,FALSE,"10.1371/journal.pone.0071760",FALSE,"",FALSE,"","",TRUE
"63","24147128","","3797835","10.1371/journal.pone.0078268","./publications/PMC3797835.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0078268",FALSE,"",FALSE,"","",TRUE
"64","24147073","","3798404","10.1371/journal.pone.0077752","./publications/PMC3798404.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0077752",FALSE,"",FALSE,"","",TRUE
"65","23171530","","3806039","10.1017/S0033291712002358","./publications/PMC3806039.xml",TRUE,FALSE,TRUE,TRUE,"10.1017/S0033291712002358",FALSE,"",FALSE,"","",TRUE
"66","24140566","","3806436","10.2196/jmir.2818","./publications/PMC3806436.xml",TRUE,FALSE,TRUE,FALSE,"10.2196/jmir.2818",FALSE,"",FALSE,"","",TRUE
"67","24244406","","3820658","10.1371/journal.pone.0079024","./publications/PMC3820658.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0079024",FALSE,"",FALSE,"","",TRUE
"68","22356650","","3823434","10.1111/j.1582-4934.2012.01556.x","./publications/PMC3823434.xml",TRUE,FALSE,TRUE,TRUE,"10.1111/j.1582-4934.2012.01556.x",FALSE,"",FALSE,"","",TRUE
"69","23075095","","3827673","10.1080/09297049.2012.727792","./publications/PMC3827673.xml",TRUE,FALSE,TRUE,FALSE,"10.1080/09297049.2012.727792",FALSE,"",FALSE,"","",TRUE
"70","24260145","","3829855","10.1371/journal.pone.0079015","./publications/PMC3829855.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0079015",FALSE,"",FALSE,"","",TRUE
"71","24245807","","3840657","10.1186/1471-230X-13-160","./publications/PMC3840657.xml",TRUE,FALSE,TRUE,FALSE,"10.1186/1471-230X-13-160",FALSE,"",FALSE,"","",TRUE
"72","24349251","","3859577","10.1371/journal.pone.0082291","./publications/PMC3859577.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0082291",FALSE,"",FALSE,"","",TRUE
"73","24349174","","3859588","10.1371/journal.pone.0082031","./publications/PMC3859588.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0082031",FALSE,"",FALSE,"","",TRUE
"74","24113076","","3878375","10.1016/j.jad.2013.09.013","./publications/PMC3878375.xml",TRUE,FALSE,TRUE,FALSE,"10.1016/j.jad.2013.09.013",FALSE,"",FALSE,"","",TRUE
"75","24416344","","3885669","10.1371/journal.pone.0085092","./publications/PMC3885669.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0085092",FALSE,"",FALSE,"","",TRUE
"76","24465822","","3899094","10.1371/journal.pone.0085977","./publications/PMC3899094.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0085977",FALSE,"",FALSE,"","",TRUE
"77","24040881","","3948098","10.1037/a0033997","./publications/PMC3948098.xml",TRUE,FALSE,TRUE,TRUE,"10.1037/a0033997",FALSE,"",FALSE,"","",TRUE
"78","24717011","","3995501","10.1186/1471-2458-14-335","./publications/PMC3995501.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/1471-2458-14-335",FALSE,"",FALSE,"","",TRUE
"79","24685536","","4007010","10.1016/j.brat.2014.03.001","./publications/PMC4007010.xml",TRUE,FALSE,TRUE,TRUE,"10.1016/j.brat.2014.03.001",FALSE,"",FALSE,"","",TRUE
"80","24742310","","4017272","10.1080/87565641.2014.886691","./publications/PMC4017272.xml",TRUE,FALSE,TRUE,TRUE,"10.1080/87565641.2014.886691",FALSE,"",FALSE,"","",TRUE
"81","24874703","","4038619","10.1371/journal.pone.0098347","./publications/PMC4038619.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0098347",FALSE,"",FALSE,"","",TRUE
"82","24949622","","4065049","10.1371/journal.pone.0100773","./publications/PMC4065049.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0100773",FALSE,"",FALSE,"","",TRUE
"83","24959666","","4069083","10.1371/journal.pone.0100614","./publications/PMC4069083.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0100614",FALSE,"",FALSE,"","",TRUE
"84","25012399","","4096419","10.1186/1745-6215-15-282","./publications/PMC4096419.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/1745-6215-15-282",FALSE,"",FALSE,"","",TRUE
"85","25012436","","4101244","10.1016/j.jad.2014.05.007","./publications/PMC4101244.xml",TRUE,FALSE,TRUE,FALSE,"10.1016/j.jad.2014.05.007",FALSE,"",FALSE,"","",TRUE
"86","24359124","","4104815","10.1080/02699931.2013.868342","./publications/PMC4104815.xml",TRUE,FALSE,TRUE,FALSE,"10.1080/02699931.2013.868342",FALSE,"",FALSE,"","",TRUE
"87","25058607","","4110004","10.1371/journal.pone.0103340","./publications/PMC4110004.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0103340",FALSE,"",FALSE,"","",TRUE
"88","25122509","","4133364","10.1371/journal.pone.0104615","./publications/PMC4133364.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0104615",FALSE,"",FALSE,"","",TRUE
"89","24611634","","4150534","10.1111/psyp.12197","./publications/PMC4150534.xml",TRUE,FALSE,TRUE,TRUE,"10.1111/psyp.12197",FALSE,"",FALSE,"","",TRUE
"90","25256187","","4179584","10.1136/bmjopen-2014-005923","./publications/PMC4179584.xml",TRUE,FALSE,TRUE,TRUE,"10.1136/bmjopen-2014-005923",FALSE,"",FALSE,"","",TRUE
"91","25303102","","4193761","10.1371/journal.pone.0108590","./publications/PMC4193761.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0108590",FALSE,"",FALSE,"","",TRUE
"92","24292880","","4202771","10.2486/indhealth.2013-0169","./publications/PMC4202771.xml",TRUE,FALSE,TRUE,FALSE,"10.2486/indhealth.2013-0169",FALSE,"",FALSE,"","",TRUE
"93","25329575","","4203690","10.1371/journal.pone.0108679","./publications/PMC4203690.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0108679",FALSE,"",FALSE,"","",TRUE
"94","25326710","","4210619","10.1186/1471-2458-14-1083","./publications/PMC4210619.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/1471-2458-14-1083",FALSE,"",FALSE,"","",TRUE
"95","25151915","","4222599","10.1016/j.brat.2014.07.010","./publications/PMC4222599.xml",TRUE,FALSE,TRUE,TRUE,"10.1016/j.brat.2014.07.010",FALSE,"",FALSE,"","",TRUE
"96","24236500","","4235404","10.1111/sjop.12088","./publications/PMC4235404.xml",TRUE,FALSE,TRUE,TRUE,"10.1111/sjop.12088",FALSE,"",FALSE,"","",TRUE
"97","25423095","","4244095","10.1371/journal.pone.0112733","./publications/PMC4244095.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0112733",TRUE,"supplement",FALSE,"data s1 data underlying the meta-analysis (xlsx) click here for additional data file.","",TRUE
"98","25437150","","4250052","10.1371/journal.pone.0113871","./publications/PMC4250052.xml",TRUE,FALSE,TRUE,FALSE,"10.1371/journal.pone.0113871",FALSE,"",FALSE,"","",TRUE
"99","25494198","","4262408","10.1371/journal.pone.0114102","./publications/PMC4262408.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0114102",FALSE,"",FALSE,"","",TRUE
"100","25493937","","4262429","10.1371/journal.pone.0114724","./publications/PMC4262429.xml",TRUE,FALSE,TRUE,FALSE,"10.1371/journal.pone.0114724",FALSE,"",FALSE,"","",TRUE
"101","25438621","","4265536","10.1186/1471-2458-14-1238","./publications/PMC4265536.xml",TRUE,FALSE,TRUE,TRUE,"10.1186/1471-2458-14-1238",FALSE,"",FALSE,"","",TRUE
"102","25680096","","4332680","10.1371/journal.pone.0116876","./publications/PMC4332680.xml",TRUE,FALSE,TRUE,TRUE,"10.1371/journal.pone.0116876",FALSE,"",FALSE,"","",TRUE
